,Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Bwd IAT Mean,0.07721442949762686,-0.05836285258505561,0.06949484665798168,0.41732028620492756,-0.0003974377022379016,-0.0006006076192712217,0.008764662418646568,-0.0009878318008294956,0.07294108084215158,0.021125838069655924,0.07042690691687739,0.06972219703854839,0.054584531319817206,0.017725234110704233,0.03647123517810595,0.04699741597599109,-0.01057543217240309,-0.05104370807880296,0.627865336651669,0.6717543910871284,0.4595987537386046,-0.008963995972009482,0.4167255230213651,0.8475108462480887,0.20575742800366809,0.4587330854171819,0.8160090670885812,0.513992499614008,1.0,0.32951975057907423,0.7094195592753643,0.9326423061584974,0.04694191023302585,0.0,-0.0019414986870227632,0.0,0.00013789485793416626,-0.000855903838221047,-0.047336992736549295,-0.03369070750775382,0.05288623052723736,0.06852603018306223,0.055676778867220514,0.05923685026961211,0.034839477778108786,0.12187686074506911,0.04694191023302585,-0.0022882207516883354,-0.007909762303503627,-0.05983075148515638,-0.043604810945058144,-0.0019414986870227632,-0.002295732605036882,0.0388204521940913,0.05395603459274423,0.07042690691687739,0.03647123517810254,0.00013789485793416626,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003974377022379016,0.008776722104823114,-0.0006006076192712217,-0.0009878176850718376,-0.01089696771904026,-0.022774320049408547,-0.0003224992822463579,-0.0005763941155792267,0.04833047672854555,0.07311452848691379,0.06169025539287927,0.022430253647354594,0.46488630879625,0.07995119051236305,0.464166286864234,0.4586453820090838
Bwd IAT Std,0.04299743298623492,-0.022662386904672375,-0.09092912808647802,0.5259604913764043,0.0010334452686315185,0.0007758673713753692,0.03749568954001333,-0.0002893928765501275,0.2750941472638647,-0.04210204177375649,0.24202128745625848,0.2780688534311287,0.29482058224206303,-0.10514324446501512,0.2433466033339458,0.26556083462283714,-0.012308178250099057,-0.05941587273705402,0.2654420397109384,0.48964569253356754,0.5540728191033798,-0.011722592375267266,0.5225976389024947,0.29454168800964264,0.6335445036393248,0.5519961630167446,-0.01794921060289338,0.6461339444926151,0.32951975057907423,1.0,0.8507490984335349,-0.007357781811446812,-0.00018235442110615073,0.0,-0.002259950362194594,0.0,1.477571691129659e-05,-0.002943581847641788,-0.05510128378019799,-0.03921599252955388,-0.11401835221303988,0.3490785534928375,0.3027171509183733,0.325253842798941,0.22291137590551577,0.4880837463319036,-0.00018235442110615073,-0.0017093216719277615,0.05797207663896758,-0.07151682973422559,-0.013195646836779967,-0.002259950362194594,-0.0017201380760940759,0.04588236404800685,0.2930480107622361,0.24202128745625848,0.24334660333393923,1.477571691129659e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0010334452686315185,0.03754659220281776,0.0007758673713753692,-0.00028936407257477466,0.027578993709525067,-0.022298069465992856,0.0006759958535762973,-0.002358294749244357,0.09247535274147219,0.09724384595178065,0.10196549253361537,0.06230904132689446,0.5512779108888327,0.1635355896227608,0.55865886419499,0.534150437972467
Bwd IAT Max,0.06520324892667607,-0.039206086956683706,-0.036505096552771336,0.5891438907923673,0.003716831246198103,0.003733507459228036,0.04312781762948637,0.002135532299612357,0.26461200913162086,-0.023466374707485436,0.23416272328575638,0.26172964761762113,0.2525350997254666,-0.07104455151547619,0.21366009923805837,0.2184281319047741,-0.014181506424763951,-0.0684721336241213,0.48916488550168463,0.6833142803913306,0.6523203773880761,-0.012961790993763309,0.5864210036487266,0.6271397266957194,0.550710727304792,0.6504710814492374,0.406037494350838,0.7249871305153236,0.7094195592753643,0.8507490984335349,0.9999999999999999,0.46923492381166704,0.024342738076728893,0.0,-0.002604424669417032,0.0,5.6373324031076335e-05,-0.002894127940177604,-0.06350003289573315,-0.04519254752755259,-0.06067191433182805,0.3058930693013778,0.2756162262070164,0.2799579253074256,0.18307315778418298,0.42014081964215594,0.024342738076728893,-0.0018527739124096657,0.03957627503878451,-0.0792738333498873,-0.02356597091127858,-0.002604424669417032,-0.001865500889331563,0.0681683412587117,0.26551884190068004,0.23416272328575638,0.21366009923806079,5.6373324031076335e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.003716831246198103,0.043184652625192145,0.003733507459228036,0.002135716001113787,0.014200508571719266,-0.029496823247034766,0.0028852826792086198,-0.002297065463322815,0.1236447159174102,0.10897008591732786,0.12180899343046732,0.09013807469916074,0.6522614499061868,0.1723559578831976,0.6580083947714825,0.635278566250662
Bwd IAT Min,0.05969522919652937,-0.04487269184361979,0.1121275941391777,0.2189384933603,-0.0008663019721411594,-0.0008491909463020189,-0.00379682494800107,-0.0007439175239394709,-0.0210930983153334,0.04108119905390608,-0.0025264301420830416,-0.021415856638763994,-0.03990504943947959,0.06286817531334703,-0.03465031391518863,-0.03792033353642877,-0.00606715087365533,-0.02928155086601645,0.5661668729952757,0.5448160921044269,0.30666490274905517,-0.004599436181556849,0.2199996193340041,0.7939899678728939,0.0005415502127726926,0.30646706660861434,0.8803270634522883,0.27196719813174713,0.9326423061584974,-0.007357781811446812,0.46923492381166704,0.9999999999999999,0.0491153389458276,0.0,-0.0011137504080243517,0.0,0.0001211912833563979,7.45271874424902e-05,-0.027155138557466162,-0.01932709324521876,0.1042299316628559,-0.041939400485603684,-0.03302219466643944,-0.041905257509207254,-0.030829293114966853,-0.01905909105726701,0.0491153389458276,-0.0016427243641170505,-0.05835285793373564,-0.03049632891416627,-0.03395410912405019,-0.0011137504080243517,-0.0016463174142411251,0.04002586714176486,-0.03122309195459569,-0.0025264301420830416,-0.03465031391518916,0.0001211912833563979,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008663019721411594,-0.003801855868149684,-0.0008491909463020189,-0.0007439117730572931,-0.03860910285684984,-0.018868680297902198,-0.0006008748686035121,0.00014502582459882045,0.01647234881713614,0.025429432263109727,0.013009261991691976,0.004773069864766522,0.31373866394884375,0.027792974404879787,0.3097339840449815,0.31370555293964897
Fwd PSH Flags,-0.12698952875832742,0.23120876812894228,-0.10779030149810903,-0.0018640224256158385,0.002177148096684515,0.0019197906024163698,0.010073992287442882,0.0018034063929731204,0.015218940847562956,0.10104939079777442,0.07127535280506082,0.023920642538253715,-0.08112155343549456,-0.0761313350368772,-0.08850470487441096,-0.07483033075498594,0.17031670974663823,0.21527256797610095,0.062741349536389,-0.0007582339592468693,0.0011005047540840742,0.08579932166806473,-0.0015045085621699127,0.02784358923876275,-0.011003622523772218,0.0009289143758524713,0.034656900667110815,0.011638079613709905,0.04694191023302585,-0.00018235442110615073,0.024342738076728893,0.0491153389458276,1.0,0.0,0.04790706746189357,0.0,0.0002504945744589281,0.0003705648507433183,0.22341586259630347,-0.014405104158362013,-0.0816935135765854,-0.06399088198473116,-0.04935360673545977,-0.05751828071723456,-0.04742848173441149,-0.03820569011989835,1.0,-0.003111172032973213,-0.12711342689610494,0.32982959922660643,-0.003161506676238044,0.04790706746189357,-0.00290323888694486,-0.12186664736210459,-0.0424407787136439,0.07127535280506082,-0.08850470487440851,0.0002504945744589281,0.0,0.0,0.0,0.0,0.0,0.0,0.002177148096684515,0.010082867369388042,0.0019197906024163698,0.001802384616990183,-0.03139105080863623,-0.034854230076835864,0.0021603036616449686,0.000510328596951868,0.007205811089310445,0.009847480575243489,0.007696452306348067,0.0013910415047947197,-0.016757331734057922,0.020328460762452455,-0.013085122539791636,-0.019920992849193103
Bwd PSH Flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd URG Flags,0.004010992400032872,0.0017767257939546527,-0.005163917245607755,-0.0041689568892955805,-9.171049330357696e-05,-9.92596255229497e-05,-0.0005261304264376827,-6.836999137525868e-05,-0.0027604718774927837,-0.002955957933975829,-0.0029807078814319114,-0.0023396373052638735,-0.004243395819293974,-0.00559222961741612,-0.004780372205749455,-0.003795157399093126,-0.000548215470376599,0.01900219452358344,-0.002746920045335376,-0.0034525225930932754,-0.003570769579121659,-0.0005267951962311129,-0.00409438159764219,-0.002614168824583074,-0.0032275827716240625,-0.0035073330688013718,-0.0011379281314698128,-0.0032781168004595703,-0.0019414986870227632,-0.002259950362194594,-0.002604424669417032,-0.0011137504080243517,0.04790706746189357,0.0,1.0,0.0,1.1861419454271838e-05,1.4992961475315036e-05,0.019763668746983543,-0.001532289111244512,-0.0061152492439582986,-0.004440283937227409,-0.005308624307588541,-0.0044237736286405855,-0.00281367030990084,-0.0018303225740021701,0.04790706746189357,-0.00014904712846920427,0.006305369118270611,-0.006370019761271952,0.032751482342007525,1.0,-0.0001493727495808506,-0.008537132510966154,-0.005451472360566112,-0.0029807078814319114,-0.004780372205749452,1.1861419454271838e-05,0.0,0.0,0.0,0.0,0.0,0.0,-9.171049330357696e-05,-0.0005268328749506363,-9.92596255229497e-05,-6.836948230446665e-05,0.016986307027611527,-0.0022475454986887423,-8.150258972680045e-05,2.4580069496571108e-05,-0.0012028204703861515,-0.0010005361029155964,-0.001428079931824383,-0.000966610065014898,-0.003349972376279663,-0.0010473215716782446,-0.0033964678564253905,-0.0032281822535589356
Bwd URG Flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Header Length,0.0010781339758245505,0.0003526125040366698,-0.0016551872558224555,-0.00021049881641273767,0.0004734108892555701,0.0007545986845104457,-0.0013510659929075969,0.0007494271840707156,0.00018285984127340308,-0.0007143556292110629,-0.0001254338975732933,0.00022572879684516298,0.0005156724308290103,0.0005415274891061549,0.0005691651347146117,0.00045413342505216736,3.85697938270246e-05,0.0002191944830345822,0.00022448420141376203,0.00019563866035814928,-4.181267373699635e-05,6.1027700300500854e-05,-0.0002212229428758657,0.00021814284262527408,0.00015702286603069886,-4.853125244677966e-05,0.00012520769761836247,0.00021614868134369177,0.00013789485793416626,1.477571691129659e-05,5.6373324031076335e-05,0.0001211912833563979,0.0002504945744589281,0.0,1.1861419454271838e-05,0.0,1.0,0.06921867597382328,0.00019590973037540303,0.00019322591000305793,-0.00178226826935173,0.00048787325488770637,0.0003549634679222727,0.0005072424935275721,0.00033653017743586996,0.00021519708480781619,0.0002504945744589281,1.7867447240938047e-05,0.000729412883972768,0.0007533443915752049,0.00036146652292177995,1.1861419454271838e-05,1.7904758240123802e-05,0.0009252060281028311,0.0003876787924248161,-0.0001254338975732933,0.000569165134714613,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004734108892555701,-0.0013529118996110823,0.0007545986845104457,0.0007494227548318667,0.0005503917638321061,0.00026527900945123704,0.0003364288653937463,0.5664488927199608,-0.0014822507785497972,-0.002245142977560309,-0.0017596712181026709,-0.000376721280219305,0.00011223078909400181,-0.0006187341205966374,-2.1484637307123226e-05,0.00022144702256774568
Bwd Header Length,0.0009930943806931295,0.0006235675467593735,-0.0023614029711008754,-0.001173653765074446,0.013746398323510689,0.013762616520814197,0.0050025944769891955,0.013688816712144418,0.0005007885878234998,-0.0006957058675481758,0.00012144161506636103,0.0004101453207911032,0.0009801943859792197,-0.0007622580322135823,0.0009298170553975272,0.0007282105308571543,6.327927973898258e-05,0.00034223551341099143,-0.0006200166938075855,-0.0012458329019552454,-0.0017361243697713205,6.981102955071555e-05,-0.0011958263436422025,-0.0006558373505926731,-0.0016140010457883795,-0.001748005848686652,8.048037346039624e-05,-0.0016453292402726191,-0.000855903838221047,-0.002943581847641788,-0.002894127940177604,7.45271874424902e-05,0.0003705648507433183,0.0,1.4992961475315036e-05,0.0,0.06921867597382328,0.9999999999999999,0.0003387002284383129,8.778264369205632e-05,-0.0017712627237077751,0.0010022683661720148,0.0009706149721258319,0.0008784041816753045,0.000548784299885542,0.000288045831589604,0.0003705648507433183,2.7726027834561657e-05,0.001122081677116766,0.0010607010452952264,0.0004663289952790651,1.4992961475315036e-05,2.7766801402658727e-05,-0.0007766005212059498,0.0009429520688006463,0.00012144161506636103,0.0009298170553975615,0.06921867597382328,0.0,0.0,0.0,0.0,0.0,0.0,0.013746398323510689,0.0050092559358441355,0.013762616520814197,0.013688742133011371,0.0008418969506213829,0.0003660349872386853,0.012123791871861567,0.6793531969294908,-0.006947822560549302,-0.0042269728634397995,-0.005423043696894587,-0.005691811690775618,-0.0011991586830621397,-0.004584403539234351,-0.0017790252188300349,-0.0005804081284651864
Fwd Packets/s,-0.1199237941756157,0.2259919931796971,-0.10216501020983422,-0.10164542021691533,-0.002125686455102294,-0.0023657356258287355,-0.01118177642820647,-0.00163609154155629,-0.054413038779546154,-0.04678384824291703,-0.04409801905807922,-0.03799708564692448,-0.1031213321056091,-0.12825204061756418,-0.11556550682920186,-0.09247699489068917,0.22904509360964095,0.9876261957394342,-0.06697449624874405,-0.08417811776348341,-0.08706113576540277,-0.012844377669114702,-0.09982726443083427,-0.0637379775272752,-0.07869380189027875,-0.0855145808846575,-0.027744824489521636,-0.07992522657037779,-0.047336992736549295,-0.05510128378019799,-0.06350003289573315,-0.027155138557466162,0.22341586259630347,0.0,0.019763668746983543,0.0,0.00019590973037540303,0.0003387002284383129,1.0,0.09766935391532815,-0.09714170988393464,-0.10354821883304455,-0.10813920252529564,-0.1004617230966016,-0.06705840366923044,0.08416966539192025,0.22341586259630347,-0.003632979050159605,-0.09161473379811984,0.25427558923481686,-0.04178112903941523,0.019763668746983543,-0.003640846757986075,-0.1860421807801172,-0.10450146751024292,-0.04409801905807922,-0.11556550682920182,0.00019590973037540303,0.0,0.0,0.0,0.0,0.0,0.0,-0.002125686455102294,-0.011196674366915836,-0.0023657356258287355,-0.0016360785752993494,-0.060722361799407674,-0.039408350919481715,-0.0016972580978425905,0.00042413017921474503,-0.029325471595628826,-0.02439448343559456,-0.034818008840595945,-0.023566218955599915,-0.08167790770054624,-0.025535448798506815,-0.08281154485892178,-0.07870846199905893
Bwd Packets/s,-0.05517728393961564,0.14097571829326377,-0.02838424646777797,-0.07233761401314996,-0.0014980960650713795,-0.001218299537245269,-0.008504507767245824,-0.0009230481658938071,-0.04328311443772361,-0.0020069761810904037,-0.03512909254136636,-0.04001643279081809,-0.07118109713996341,-0.04134639852755376,-0.07600115135449184,-0.06535354880976278,0.02502656759953448,0.24480221570657143,-0.04766545699661533,-0.05991062331722338,-0.06196161359782031,-0.009140108378002783,-0.0710444313782812,-0.04536395278508046,-0.05600803190251691,-0.0608618743165947,-0.01974689853740959,-0.056878461247841114,-0.03369070750775382,-0.03921599252955388,-0.04519254752755259,-0.01932709324521876,-0.014405104158362013,0.0,-0.001532289111244512,0.0,0.00019322591000305793,8.778264369205632e-05,0.09766935391532815,1.0,-0.040409239028440354,-0.07398809343419968,-0.08024394003171605,-0.0730369815599253,-0.04803675901609077,0.008630187565606132,-0.014405104158362013,-0.0025803848506784966,0.017480859197702526,0.07981420094471137,0.1416046642203508,-0.001532289111244512,-0.002584213815012222,0.12408930548074794,-0.08013285692456823,-0.03512909254136636,-0.07600115135449201,0.00019322591000305793,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014980960650713795,-0.008515851517299751,-0.001218299537245269,-0.000923034224004798,-0.009442452068763284,0.05684299322958036,-0.0011153445892112756,0.000303835005474253,-0.02086156897646503,-0.017360325255765856,-0.024773456203214143,-0.016762045655189777,-0.058131602650668336,-0.018174066706790438,-0.058938437634431295,-0.05601819595588764
Min Packet Length,0.29815812931710284,-0.2105063662117528,0.7779157312779008,-0.19500534088751886,-0.005412677687894135,-0.004971287665494449,-0.021595253602428064,-0.004069252998564897,-0.11195997701775079,0.4474375793727166,0.026280796073573497,-0.13860982191177054,-0.2180240871074849,0.7207693452268238,-0.1667033901025267,-0.22821547899174613,0.016180400896540645,-0.1004214095681833,-0.019776300269817835,-0.0927430095908413,-0.140111340959423,0.013180167027731712,-0.19148853758733453,0.013141258047381286,-0.17845456075857302,-0.13775825021296695,0.11010239221024216,-0.1386494995995425,0.05288623052723736,-0.11401835221303988,-0.06067191433182805,0.1042299316628559,-0.0816935135765854,0.0,-0.0061152492439582986,0.0,-0.00178226826935173,-0.0017712627237077751,-0.09714170988393464,-0.040409239028440354,1.0,-0.22755201166479255,-0.1466578139877023,-0.2259907961862499,-0.1679601851680758,-0.09943408530822251,-0.0816935135765854,-0.009024990931076607,-0.3622005884961511,-0.31752952541610496,-0.13970893911357313,-0.0061152492439582986,-0.009039426494937892,0.2573190416588495,-0.11758530881600715,0.026280796073573497,-0.1667033901025303,-0.00178226826935173,0.0,0.0,0.0,0.0,0.0,0.0,-0.005412677687894135,-0.021623889873960016,-0.004971287665494449,-0.004069222186115075,-0.2627532522704348,-0.1270400212777934,-0.0037881842034941564,-0.0031396900043627516,-0.061736798004958925,-0.05716340014145579,-0.07824530605448521,-0.04778374023383668,-0.13217325298039193,-0.054247847394929945,-0.1358587837547826,-0.1252585406706716
Max Packet Length,0.13134750529782727,-0.10249373018320802,-0.19039872237557282,0.5224958594998941,0.022328503963886023,0.021959465972313283,0.0782736102900299,0.02093918431692558,0.3953216320903179,-0.0872159728424431,0.3043770908620098,0.38701227127769183,0.9494099546469751,-0.19935117223683727,0.9074067622043164,0.9337002481930681,-0.0036398560981381434,-0.11169569054021079,0.23787386064590638,0.5052434054142532,0.6013384344649826,-0.022455643059687044,0.5186405699438302,0.23434332880224493,0.6319127227939517,0.5990903454151223,-0.04343365902277705,0.2743991343103955,0.06852603018306223,0.3490785534928375,0.3058930693013778,-0.041939400485603684,-0.06399088198473116,0.0,-0.004440283937227409,0.0,0.00048787325488770637,0.0010022683661720148,-0.10354821883304455,-0.07398809343419968,-0.22755201166479255,0.9999999999999999,0.9197002977899494,0.9847219395259122,0.8955389647405676,0.202616105354974,-0.06399088198473116,0.006555342456433593,0.2620678193486717,0.02523504289450971,-0.0931036287254666,-0.004440283937227409,0.00652713754353183,0.008364155275087543,0.914566937411054,0.3043770908620098,0.9074067622043113,0.00048787325488770637,0.0,0.0,0.0,0.0,0.0,0.0,0.022328503963886023,0.07837931027966104,0.021959465972313283,0.020939169934941042,0.1330418623045994,-0.035409404761302034,0.0164853074378867,0.0009814856332756973,0.10238029243584765,0.05026376954914226,0.10152509338165365,0.09816443373520072,0.5909452970939746,0.2273865882391046,0.6029273450669096,0.5655336668210995
Packet Length Mean,0.1639370011846155,-0.12336021387111767,-0.12438754672614204,0.44441427645255693,0.02474331595068895,0.025017209537208655,0.08489144901003672,0.023382541036202537,0.35001082857825405,-0.018561854634191133,0.3189508931940997,0.3414222510346953,0.883379244009045,-0.12340736010114002,0.9242755294589645,0.8535545484904821,0.058870799148158674,-0.11707777474767776,0.19390883746419754,0.4312572034648697,0.5218905153196853,-0.02363313624942142,0.4398284197084438,0.19963564583820426,0.5440928532071421,0.5176772749723717,-0.03587727323948353,0.235160149179597,0.055676778867220514,0.3027171509183733,0.2756162262070164,-0.03302219466643944,-0.04935360673545977,0.0,-0.005308624307588541,0.0,0.0003549634679222727,0.0009706149721258319,-0.10813920252529564,-0.08024394003171605,-0.1466578139877023,0.9197002977899494,1.0,0.9446274765371149,0.8065543768233959,0.1854410130770138,-0.04935360673545977,0.009513290284036201,0.2894204573997158,-0.04392467158636485,-0.12545608909926897,-0.005308624307588541,0.009492285355183767,0.09416438221903553,0.9978436220702024,0.3189508931940996,0.9242755294589763,0.0003549634679222727,0.0,0.0,0.0,0.0,0.0,0.0,0.02474331595068895,0.08500387945868022,0.025017209537208655,0.023382496157503947,0.1540020894813077,-0.048090212321948385,0.019074945495177485,0.0007943037842657673,0.09663315705771935,0.06415145699200057,0.10489573308827435,0.08578856906362121,0.5163710245102368,0.15910351488723762,0.5217093640810018,0.4996772609791919
Packet Length Std,0.12794957882679175,-0.09878835749877096,-0.18627507229393694,0.4684844141446773,0.012472147238753813,0.012222268062043379,0.061230246531443225,0.011476334155012384,0.3594725817248065,-0.07378776538059358,0.29711979821652207,0.36661564164587374,0.9412034457667918,-0.18758486647056183,0.9217691501286956,0.9432808776477584,0.011786633375510131,-0.10855101809403928,0.22047224989121958,0.4747577362124098,0.5631552389768438,-0.022821579191976,0.4645867916843951,0.21795321176708407,0.5965491433772635,0.5603445567095839,-0.04369446333031305,0.22945721334754962,0.05923685026961211,0.325253842798941,0.2799579253074256,-0.041905257509207254,-0.05751828071723456,0.0,-0.0044237736286405855,0.0,0.0005072424935275721,0.0008784041816753045,-0.1004617230966016,-0.0730369815599253,-0.2259907961862499,0.9847219395259122,0.9446274765371149,0.9999999999999999,0.9243499881622753,0.19783705824639727,-0.05751828071723456,0.006376447992299432,0.2698361049828217,0.014558106344710709,-0.09566553031838326,-0.0044237736286405855,0.006357841184623799,0.027836887424820312,0.9444811437992692,0.29711979821652207,0.9217691501286835,0.0005072424935275721,0.0,0.0,0.0,0.0,0.0,0.0,0.012472147238753813,0.06131246550346371,0.012222268062043379,0.011476393141772184,0.1267047080937987,-0.038835288857555876,0.009388319504311952,0.0010224684549153707,0.08462123361877036,0.03620525228651589,0.08020979178352747,0.08323395395629592,0.5538200498096971,0.2069417329257317,0.5642335728041713,0.5310808027926947
Packet Length Variance,0.06857740318535178,-0.05282909473573854,-0.14260032850928148,0.2911981205585722,0.005790262641099586,0.00569112573549727,0.03685611048448405,0.006131767946956479,0.26620761417796696,-0.07093729090008727,0.22436308076331907,0.28924514931646883,0.8540918426558345,-0.15158879040157652,0.7962194520621397,0.8920207203638586,-0.0014830513284248962,-0.07235402463428568,0.1639768905136647,0.35097717436622183,0.408950101968519,-0.014658002081030116,0.2893949496013604,0.15934348584429894,0.4405589115860999,0.40744730446335414,-0.03150975721197376,0.09800509819095794,0.034839477778108786,0.22291137590551577,0.18307315778418298,-0.030829293114966853,-0.04742848173441149,0.0,-0.00281367030990084,0.0,0.00033653017743586996,0.000548784299885542,-0.06705840366923044,-0.04803675901609077,-0.1679601851680758,0.8955389647405676,0.8065543768233959,0.9243499881622753,1.0,0.15515204588832304,-0.04742848173441149,-0.0008034507650775574,0.16183553230791536,0.03672569225916533,-0.05693175053617119,-0.00281367030990084,-0.0008167448108586717,0.033932146114571536,0.8165402461412276,0.22436308076331907,0.7962194520621193,0.00033653017743586996,0.0,0.0,0.0,0.0,0.0,0.0,0.005790262641099586,0.03690599668142989,0.00569112573549727,0.006131906425490447,0.029107442459010275,-0.04136669446510538,0.004419584090273604,0.0006794874846495219,0.04420238313604284,-0.005290552523654539,0.025177387678753417,0.05228910755921285,0.40040007473789135,0.17349880900152767,0.41103918453775373,0.3811817264424136
FIN Flag Count,0.05154435729236703,-0.031701636601610385,-0.09358708236844124,0.19203063178306287,-0.0011499400075766632,-0.0010751992264482924,-0.0052869871934560905,-0.0007383118068336055,-0.002696885713910315,-0.04584994442754163,-0.013783974948542088,0.008988044428850438,0.21816644901682047,-0.09372352162908913,0.188908595538734,0.2042932729689474,-0.003728236900086208,0.08279279316951192,0.12850298003683303,0.2674174744296854,0.30182055729705826,-0.008125103838141797,0.19362679550039852,0.15877965678019382,0.3725386606686266,0.30176633737979636,-0.020562373711674315,0.2196349180815693,0.12187686074506911,0.4880837463319036,0.42014081964215594,-0.01905909105726701,-0.03820569011989835,0.0,-0.0018303225740021701,0.0,0.00021519708480781619,0.000288045831589604,0.08416966539192025,0.008630187565606132,-0.09943408530822251,0.202616105354974,0.1854410130770138,0.19783705824639727,0.15515204588832304,1.0,-0.03820569011989835,-0.0027012218099915306,-0.1109035436667648,-0.08617551342984037,-0.05588518268849688,-0.0018303225740021701,-0.002584746945917276,0.0003784246421099468,0.181870238432073,-0.013783974948542088,0.18890859553872524,0.00021519708480781619,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011499400075766632,-0.005293964819465989,-0.0010751992264482924,-0.0007382957723020445,-0.08329723993642107,-0.028547037707208952,-0.0009293088835633688,0.00044194711389365795,-0.02003536745506298,-0.01806505372792668,-0.02474828263012715,-0.015568157192959132,0.3148455485121595,0.009138159363473673,0.3063241411489884,0.31759223394809477
SYN Flag Count,-0.12698952875832742,0.23120876812894228,-0.10779030149810903,-0.0018640224256158385,0.002177148096684515,0.0019197906024163698,0.010073992287442882,0.0018034063929731204,0.015218940847562956,0.10104939079777442,0.07127535280506082,0.023920642538253715,-0.08112155343549456,-0.0761313350368772,-0.08850470487441096,-0.07483033075498594,0.17031670974663823,0.21527256797610095,0.062741349536389,-0.0007582339592468693,0.0011005047540840742,0.08579932166806473,-0.0015045085621699127,0.02784358923876275,-0.011003622523772218,0.0009289143758524713,0.034656900667110815,0.011638079613709905,0.04694191023302585,-0.00018235442110615073,0.024342738076728893,0.0491153389458276,1.0,0.0,0.04790706746189357,0.0,0.0002504945744589281,0.0003705648507433183,0.22341586259630347,-0.014405104158362013,-0.0816935135765854,-0.06399088198473116,-0.04935360673545977,-0.05751828071723456,-0.04742848173441149,-0.03820569011989835,1.0,-0.003111172032973213,-0.12711342689610494,0.32982959922660643,-0.003161506676238044,0.04790706746189357,-0.00290323888694486,-0.12186664736210459,-0.0424407787136439,0.07127535280506082,-0.08850470487440851,0.0002504945744589281,0.0,0.0,0.0,0.0,0.0,0.0,0.002177148096684515,0.010082867369388042,0.0019197906024163698,0.001802384616990183,-0.03139105080863623,-0.034854230076835864,0.0021603036616449686,0.000510328596951868,0.007205811089310445,0.009847480575243489,0.007696452306348067,0.0013910415047947197,-0.016757331734057922,0.020328460762452455,-0.013085122539791636,-0.019920992849193103
