,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Bwd IAT Std,-0.10577981645026327,-0.13970137188708928,0.0365064757296503,-0.001604099097198592,0.017693711746607683,0.00045045827508238524,0.005583629750223598,0.18668445740854286,-0.11729278587703795,0.0986054730190595,0.13968781976673003,0.385704386933782,-0.12695646817336212,0.30802360440274185,0.36188936472661026,-0.01805510443736058,-0.04832498987630669,-0.00028539328210475123,0.006231889880411129,0.011309599901771331,-0.0008098894800892035,0.03582126803614855,0.0027904562800927153,0.008447418295736829,0.01096634833297069,-0.0008125060152233601,0.7536548555134052,0.3886478468859394,1.0,0.8754835136093808,0.014709175174188563,0.017192653474178775,0.0,0.0,0.0,0.0010072351301899768,0.01950430077224395,-0.04252520957742876,-0.03957517620966252,-0.12490662244932002,0.3738126014856738,0.2935316349665032,0.35676880730772714,0.15709429969054134,-0.017669979033398515,0.017192653474178775,0.16006413792431065,0.263615227773842,-0.12864242457559405,-0.045183020946947275,0.0,0.16006327112713922,0.02490568253114994,0.26996622667162873,0.0986054730190595,0.30802360440274007,0.0,0.0,0.0,0.0,0.0,0.0,-0.001604099097198592,0.00045045827508238524,0.017693711746607683,0.005583880643058542,-0.01609946138158161,-0.03002275331607025,-0.00227680892499253,0.09475154817550983,0.03311271072250678,0.03592223609091202,0.043920935445263744,0.02288974840136889,0.027773761286557716,0.0021207334164757073,0.012120283290779636,0.11068059244739079
Bwd IAT Max,-0.10831990055623592,-0.13926557269912415,0.03702893744293172,-0.0003190241336784057,0.05502382513123359,0.0008400275553294792,0.042672095260876876,0.16745830646036716,-0.11462877014231052,0.08498989286095993,0.1183780873219855,0.3647935175362746,-0.08911941331070282,0.3621196240044432,0.3321698578049433,-0.018111039717225285,-0.04855182428407288,0.0007342901249181419,0.007516001939338675,0.0131684734250451,-0.0008128282313291129,0.0362371808780482,0.004987945610838206,0.009179397003088015,0.012733458840451135,-0.0002738663547312643,0.764615142994241,0.6389067650597735,0.8754835136093808,1.0,0.3830890647179231,0.0861894362609318,0.0,0.0,0.0,0.004553949021555521,0.0563614320228999,-0.042725021842658834,-0.03976045915575808,-0.12255685100414589,0.350350039715346,0.3549453077099557,0.3540711724296152,0.16941872734047922,-0.017790230316907112,0.0861894362609318,0.1345580477081152,0.2278443765468986,-0.09762033861695507,-0.04832703388358291,0.0,0.1345582322054816,0.03998153831832591,0.32899810694503195,0.08498989286095993,0.3621196240044429,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003190241336784057,0.0008400275553294792,0.05502382513123359,0.04267392343588469,-0.02709377732174231,-0.03428247205945159,-0.0022741546507599377,0.08609180408085434,0.04189207145235425,0.038632685594487945,0.04977632364087598,0.031430078346566685,0.032313064104496074,0.002623100741075207,0.01412974105362463,0.1286692858551286
Bwd IAT Min,-0.0333898972307582,-0.035738521523661665,0.008185159497473747,-0.0010032516791637046,-0.0016526760425176201,-0.0011033632159961051,-0.0015144113149167852,-0.025968033554577708,-0.02429433517407793,-0.010801825006439437,-0.017766248275394275,-0.03336775160571854,0.06609642681901609,-0.012691324574077366,-0.03977811122862837,-0.005463562609047323,-0.014617929547381482,0.0032852544424966687,0.005251792953658414,0.0051143608508934365,-0.00024256704090633294,0.007711725733407323,0.007512477422242034,0.003889344861820816,0.004781898438542618,0.0011871980316511487,0.17066419224582902,0.8999850527970729,0.014709175174188563,0.3830890647179231,0.9999999999999999,0.21391948615175066,0.0,0.0,0.0,-0.0010590268260682982,-0.001764688880780954,-0.01286349944622213,-0.01197128011850448,-0.027404712183975985,-0.03553935039348865,-0.014804283710196167,-0.03174992169063949,-0.014680702943418146,-0.005363219055367876,0.21391948615175066,-0.031144852970971304,-0.03831034839320309,0.06243671788187595,-0.015113380837585226,0.0,-0.031142300157718794,-0.014850525169491225,-0.016885469365903506,-0.010801825006439437,-0.012691324574077347,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010032516791637046,-0.0011033632159961051,-0.0016526760425176201,-0.0015144710001087287,-0.030898908446665277,-0.007046760821389716,-0.000958153929547516,0.013751375192495259,0.004364304777805537,0.0004000144069813897,0.0030408200315684085,0.004899275897724229,0.012786349172596663,0.0004255694642301494,0.005502099835693884,0.05193328138941437
Fwd PSH Flags,0.11698640433123751,-0.12155837832451366,0.0012294407301607076,-0.0020670177506886015,0.01726250726829165,-0.002838239956859939,0.018932806103931287,-0.08778275704565575,-0.0764924348223864,-0.05627587114739265,-0.06118720940596617,-0.13220024423499283,-0.05711085954645964,-0.11160814953840098,-0.1261114740504336,0.18157849632524056,0.08392002264341224,-0.0014161052742768423,0.0016042628544169297,0.0008295537594193551,-0.000644588041981098,0.0012897250028333785,-0.0004808406357133206,0.0018581154357113856,0.0008822966374796591,-0.0005286893214474043,0.03282577536699021,0.20421717783042295,0.017192653474178775,0.0861894362609318,0.21391948615175066,1.0,0.0,0.0,0.0,-0.0010650691662815203,0.016876162775745024,0.1013780277430407,0.0031418980814792758,-0.0981378441632976,-0.12416251136271213,-0.06894902944588159,-0.10853800789059873,-0.04174633347414855,-0.014999764561451348,1.0,-0.10498141023590572,-0.17659843495015753,0.31580922701177877,-0.024634951026583373,0.0,-0.10496235986597423,-0.08380338306148144,-0.07036579712412502,-0.05627587114739265,-0.11160814953840023,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020670177506886015,-0.002838239956859939,0.01726250726829165,0.018933613135888826,-0.10375020208297035,-0.08317963581557992,-0.0027511525172294565,0.07371407829513432,-0.005580264771559375,-0.008490920160730695,-0.007793907537291195,-0.0028235736056754315,0.0029148558203757505,0.00015921706287468185,0.00121035653428884,0.01182961639204183
Bwd PSH Flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd URG Flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bwd URG Flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fwd Header Len,-0.007297253033174049,0.015888126529873654,0.0030301800447740065,0.9956687676723001,0.09255036342612855,0.9772392015056407,0.09233106758395854,0.0010209329825858744,0.007200410194617251,-0.00017600905413733353,-0.0025383740587146967,0.0014172277693390693,-0.009999060716278577,0.008757385344472597,-0.001487218547397531,-0.0009581916994558355,-0.0033797455381006395,-0.00025498440098091187,-2.254643465554088e-05,-2.1878679027992474e-05,-5.6415233342042284e-05,0.003007683359914568,-0.0002543575145396596,-1.3856763099554369e-05,-3.9994499192422015e-05,-5.837179656624848e-05,0.007137083571571418,-0.0006982088013999892,0.0010072351301899768,0.004553949021555521,-0.0010590268260682982,-0.0010650691662815203,0.0,0.0,0.0,1.0,0.09257261864498635,-0.0029383719774904926,-0.002852967358008525,0.0077425208817888695,0.001668175503412533,0.013541374989917481,0.002445431409839352,0.00379413498778677,-0.0012877645513148254,-0.0010650691662815203,-0.0029381926353761845,-0.0034962048764727804,-0.01048925868263929,-0.003994349964490696,0.0,-0.0029382550292976315,-0.003764204840376127,0.011214734195514943,-0.00017600905413733353,0.008757385344472771,0.0,0.0,0.0,0.0,0.0,0.0,0.9956687676723001,0.9772392015056407,0.09255036342612855,0.09233010411653766,-0.005650953951340685,-0.002529978577929668,0.9917117572641365,-0.012138468094921688,0.0016692627632330175,0.0009684640078899088,0.0021655160528362004,0.0015774895408477885,-3.071244239315617e-05,1.2296918843304544e-05,-1.604716438152897e-05,-0.0001275811266840357
Bwd Header Len,-0.014537212596596395,-0.021363910692561047,0.0039205699646046675,0.03173367789429632,0.9997045651888623,0.006244659898567879,0.9969865055930904,0.04282900400894352,-0.01793753058033642,0.010986099110853173,0.02112115048605236,0.06711508642538616,-0.013456797691550969,0.1549247247470295,0.030038927038895734,-0.0009030275692398942,-0.007036352954275207,-0.000493314926710095,9.566401966887971e-05,0.0007168122037375331,-0.00012989445397556536,0.0035438646547394786,-0.00040443473054932536,0.00017356678640584135,0.0004663672694538861,-0.0001324716872562003,0.08010487938204486,0.00572245779431979,0.01950430077224395,0.0563614320228999,-0.001764688880780954,0.016876162775745024,0.0,0.0,0.0,0.09257261864498635,1.0,-0.0063951718112043214,-0.005278033503418246,-0.019109443962730423,0.06617314810322557,0.18577675739333932,0.07676144258179785,0.0467098254990844,-0.0026097540667133112,0.016876162775745024,0.011188063368496341,0.033437697267531874,-0.012287094902500748,-0.007085046826065224,0.0,0.011187992034789096,0.12673330827621127,0.17582357149569905,0.010986099110853164,0.15492472474703034,0.0,0.0,0.0,0.0,0.0,0.0,0.03173367789429632,0.006244659898567879,0.9997045651888623,0.9969870659162966,0.002128000308956525,0.004146260602911111,-0.00012377740026908756,0.015993385227214968,0.02655582502156225,0.015636106944412115,0.0309852553438005,0.024641227651119306,0.0015859860057550695,0.00030979014078529656,0.0007257728212062641,0.005934001664880908
Fwd Pkts/s,0.2136844826626467,-0.09056470511417099,-0.00388328222965592,-0.002407893062369721,-0.006080376334177639,-0.0031395402595456954,-0.0034494081500675163,-0.10326955991341182,-0.07193980806817075,-0.12391431520301269,-0.09240468675144217,-0.1179586675954366,-0.08462877917272008,-0.11438010344518601,-0.10745874309082594,0.43002150894107677,0.9484608792022815,-0.002536573624877709,-0.0006074911131924566,-0.0016511635691866132,-0.0005294123361784738,-0.003789488873198292,-0.002766302816920545,-0.0006625126414064296,-0.001604530011081746,-0.0005487496973116362,-0.04932950436480128,-0.031570437890097204,-0.04252520957742876,-0.042725021842658834,-0.01286349944622213,0.1013780277430407,0.0,0.0,0.0,-0.0029383719774904926,-0.0063951718112043214,1.0,0.38277489199946535,-0.08027287960639573,-0.12205406471596458,-0.11441815506296671,-0.11835845895570136,-0.03831154585652101,0.07086806891224538,0.1013780277430407,-0.08024026845011863,-0.038766334682111735,0.1255689041924656,0.02397046277668995,0.0,-0.08023015064341704,-0.01918802840999825,-0.12437104467852837,-0.12391431520301269,-0.11438010344518523,0.0,0.0,0.0,0.0,0.0,0.0,-0.002407893062369721,-0.0031395402595456954,-0.006080376334177639,-0.0034495450843203246,-0.0012665118996541863,-0.06999346518813736,-0.002194972773736459,0.19017288013145425,-0.011435285365603922,-0.009532503212351695,-0.013159357871381302,-0.00902283054382426,-0.0031434356102738098,-0.0002809409610999805,-0.0014346813727262233,-0.012149366403473916
Bwd Pkts/s,-0.021312131608123345,-0.07946926689182923,-0.0036140633768601362,-0.0023699551937559913,-0.00500597140685643,-0.0030029010042913603,-0.0031653320896130794,-0.09877703713731521,-0.05169968925336435,-0.11900651313971473,-0.09226243716575405,-0.10813306744194885,-0.0747102966268035,-0.10404491278411565,-0.09839566108050234,0.11994578986319279,0.6558071079260192,-0.002360665526591881,-0.0005653555636027492,-0.0015366328679340283,-0.0004926994107411312,-0.0035267907289324193,-0.0025744667085277587,-0.0006165608275811586,-0.001493242787777891,-0.0005106973048551132,-0.04590693805617355,-0.029380534068707456,-0.03957517620966252,-0.03976045915575808,-0.01197128011850448,0.0031418980814792758,0.0,0.0,0.0,-0.002852967358008525,-0.005278033503418246,0.38277489199946535,1.0,-0.0702950146204814,-0.11430004783876208,-0.10995180188667615,-0.1121326100032881,-0.03556310961140096,-0.008147489748319196,0.0031418980814792758,-0.07380256858890967,0.1061577497351785,-0.02650424310830243,0.10519850059429114,0.0,-0.07380156306824133,0.07999755975888559,-0.12059124170161832,-0.11900651313971473,-0.1040449127841149,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023699551937559913,-0.0030029010042913603,-0.00500597140685643,-0.0031654581634704363,0.10181825255415326,-0.0626066301769224,-0.0021140458581137985,0.37238640556840014,-0.01064176726567199,-0.008871254584015824,-0.012246257620727077,-0.008396597530340135,-0.002925407287091554,-0.00026145222714345125,-0.0013351720966756286,-0.011306689871026591
Pkt Len Min,-0.22826273012966883,0.8304280758066528,-0.01009666823200705,0.010538235544540933,-0.015882938948143053,0.008941187034275792,-0.010122182115731734,-0.23867215709364195,0.9339089034297516,0.04940697656305956,-0.3078724839235967,-0.253386038735531,0.7690439368199685,-0.029224967568604193,-0.3271006668125212,-0.005346267657281576,-0.08970841529594786,-0.0063118360375054895,-0.0015021566668694196,-0.00426887564861704,-0.001312400593888146,-0.00982552812462145,-0.006869169460522385,-0.0017342974482439466,-0.004134451478137103,-0.0013148782777365428,-0.14342943673983966,-0.08317670988490648,-0.12490662244932002,-0.12255685100414589,-0.027404712183975985,-0.0981378441632976,0.0,0.0,0.0,0.0077425208817888695,-0.019109443962730423,-0.08027287960639573,-0.0702950146204814,1.0,-0.27106095914342604,-0.014360897184336864,-0.2730212464592066,-0.11203420774546845,-0.03512530857547941,-0.0981378441632976,-0.2458374872564257,-0.41354614102997195,-0.3381736953410809,-0.09551747380647252,0.0,-0.24583797015573994,0.23300073784064937,0.08364521529759592,0.04940697656305956,-0.029224967568604508,0.0,0.0,0.0,0.0,0.0,0.0,0.010538235544540933,0.008941187034275792,-0.015882938948143053,-0.010122578109848483,-0.27998275181763443,-0.21806178619864353,0.0113951118348307,-0.6553747538265348,-0.02594698967992235,-0.02721089359718974,-0.032297931564285315,-0.017882549048547938,-0.00818280742100716,-0.00039225623709861283,-0.0036217903921391572,-0.03235176182560183
Pkt Len Max,-0.09514051570852075,-0.31307072620251625,0.016562436948515568,-0.005046044754092864,0.0617741979756998,0.014641758916283928,0.04186562101270155,0.8119222259364873,-0.2492290329110664,0.6770118213535676,0.7519733441872501,0.9647665352858055,-0.2692563418954495,0.7558120661135507,0.9554613890316975,-0.028428703504684023,-0.13894493683025663,-0.008910440136504764,0.0018746715411925964,0.001536373720547803,-0.0023948470886472426,0.01623405791764261,-0.007441172513745435,0.0029942010349550256,0.0014569970313530781,-0.002463539437104113,0.41529790217422186,0.11864647485325992,0.3738126014856738,0.350350039715346,-0.03553935039348865,-0.12416251136271213,0.0,0.0,0.0,0.001668175503412533,0.06617314810322557,-0.12205406471596458,-0.11430004783876208,-0.27106095914342604,1.0,0.7751230764240502,0.9644767772682202,0.43314076046192307,-0.051897209375884996,-0.12416251136271213,0.5820898142838885,0.7389342944692321,-0.4334958547248325,-0.15152448931701948,0.0,0.582087532477634,-0.007743556736734986,0.7523742123834457,0.6770118213535676,0.7558120661135466,0.0,0.0,0.0,0.0,0.0,0.0,-0.005046044754092864,0.014641758916283928,0.0617741979756998,0.04186727075063398,0.18034729975353092,0.556057414708142,-0.0070919352684797,0.2359465607657325,-0.0034891175765210613,0.0001921689995171453,0.006770367562260528,-0.0017528312434356426,0.004128730663942495,0.000130755247923436,0.0015206612037764703,0.017429927139964812
Pkt Len Mean,-0.13490039727003544,-0.07167409709987221,0.014930914156287164,0.0014396210520717181,0.18350741517477837,0.00876493199977182,0.17005570667511796,0.5742875143909112,0.010406857645697978,0.5579463777550421,0.5206081019094252,0.7552094333829064,-0.026113992880345913,0.9518657524600659,0.7429702284331834,-0.0073346305567776795,-0.13121363356857083,-0.008984256992308844,0.0015747933057365568,0.0020703650347285796,-0.0023124088479456848,0.01454841852871681,-0.007774006750653341,0.002830412645921509,0.0019329057849224842,-0.0023653342292303415,0.3702632130896942,0.07217860642486591,0.2935316349665032,0.3549453077099557,-0.014804283710196167,-0.06894902944588159,0.0,0.0,0.0,0.013541374989917481,0.18577675739333932,-0.11441815506296671,-0.10995180188667615,-0.014360897184336864,0.7751230764240502,1.0,0.8649610035460296,0.448910699748908,-0.05138152506325713,-0.06894902944588159,0.35295373657730117,0.4976867579822824,-0.4129955071498453,-0.14899172854278928,0.0,0.35295273909290986,0.12524936730512107,0.9929380232472067,0.5579463777550421,0.9518657524600671,0.0,0.0,0.0,0.0,0.0,0.0,0.0014396210520717181,0.00876493199977182,0.18350741517477837,0.17006243782816785,0.07156176936986763,0.2891193050180475,-0.004192339444016423,0.03853694482636551,0.005087008520864322,0.007645834649408945,0.018266811492745644,0.0052021297930013735,0.0048870897076376705,0.0005142369251949228,0.0019468413728430014,0.01979524230837002
Pkt Len Std,-0.07227255064650004,-0.30001147400503064,0.016176566109538264,-0.00515688664428898,0.07303071736697489,0.005766108536831701,0.05601814769210385,0.7467077348502257,-0.25109050838314817,0.6337401631701961,0.7213342119774311,0.9234893417349178,-0.2417656537504089,0.8576287482597371,0.9502719593677809,-0.02220627262313821,-0.13518155735832726,-0.008924787612902434,0.001855154680403632,0.0017833050532357576,-0.0023747496140550627,0.015779921509792325,-0.007525769225914906,0.0030092868632522157,0.0016464775456738292,-0.0024387809436610007,0.40346245831357735,0.10340755924267278,0.35676880730772714,0.3540711724296152,-0.03174992169063949,-0.10853800789059873,0.0,0.0,0.0,0.002445431409839352,0.07676144258179785,-0.11835845895570136,-0.1121326100032881,-0.2730212464592066,0.9644767772682202,0.8649610035460296,0.9999999999999999,0.4636202064617762,-0.05112872135222635,-0.10853800789059873,0.5568858847408921,0.7090401643946544,-0.41515295302030525,-0.14954188672856938,0.0,0.5568839497801307,0.01420066080697304,0.8441537528971926,0.6337401631701961,0.8576287482597339,0.0,0.0,0.0,0.0,0.0,0.0,-0.00515688664428898,0.005766108536831701,0.07303071736697489,0.05602026453596854,0.19835731532683376,0.44173269944151444,-0.007911604794793952,0.22433950520561516,-0.0025308801198851163,0.0023231629954127246,0.009138834553540927,-0.0014552321777793048,0.004464753450147937,0.00021579924258479071,0.0016820663731707804,0.01863172376390293
Pkt Len Var,-0.028014464551650745,-0.1253858426344046,0.008336091425785796,-0.0005060577616751251,0.044594113318396376,0.03398077391033045,0.040376173812904884,0.29315909120245404,-0.1028375818675384,0.24622539671243937,0.2665699376051805,0.4056385278666103,-0.11211319994702475,0.45693377458836726,0.41573591773347707,-0.00834123352913124,-0.04350553227809462,-0.0026646826343504544,0.0009520645395960639,0.001592695434525983,-0.0007388303271790342,0.008144777639367719,-0.002039759367602656,0.0015183964058773345,0.0015185613043128203,-0.0007625534553776912,0.18601360201803022,0.0372248952329828,0.15709429969054134,0.16941872734047922,-0.014680702943418146,-0.04174633347414855,0.0,0.0,0.0,0.00379413498778677,0.0467098254990844,-0.03831154585652101,-0.03556310961140096,-0.11203420774546845,0.43314076046192307,0.448910699748908,0.4636202064617762,1.0,-0.01592502901991539,-0.04174633347414855,0.18700520601763457,0.25447310809736845,-0.1338725580226316,-0.04682091791020237,0.0,0.18700424923291525,0.013849620778439172,0.4345405192284224,0.24622539671243937,0.45693377458836637,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005060577616751251,0.03398077391033045,0.044594113318396376,0.04037769328958493,0.06710184011449781,0.12301852997400797,-0.0022360062236236543,0.09109915440941194,0.004314240515360691,0.006155125889538437,0.010323516268505395,0.0033389306361541757,0.0035635904385796016,0.0002550253052765166,0.001474087789929968,0.014347392947008977
FIN Flag Cnt,0.09701509037109589,-0.0394288963560605,-0.0016099460159039753,-0.0010349240075802153,-0.002481388738887209,-0.0013593085504345593,-0.001443920711918207,-0.04544459141258254,-0.033087713932776125,-0.05788198384916581,-0.04185372625113071,-0.048751296316659976,-0.03645977819568839,-0.04770796815763703,-0.04413296711810939,-0.004889044751330516,0.05511597425943407,-0.0010461109335802854,-0.00024784265374461044,-0.0006806574909709238,-0.00021857444277025446,-0.0015748324794491592,-0.0011450313682369465,-0.0002708539414226416,-0.0006635147912404776,-0.00022766205972175904,-0.02058812581133506,-0.013124900774046124,-0.017669979033398515,-0.017790230316907112,-0.005363219055367876,-0.014999764561451348,0.0,0.0,0.0,-0.0012877645513148254,-0.0026097540667133112,0.07086806891224538,-0.008147489748319196,-0.03512530857547941,-0.051897209375884996,-0.05138152506325713,-0.05112872135222635,-0.01592502901991539,1.0,-0.014999764561451348,-0.03405196088133283,-0.05727602919465748,0.0013958771306952708,-0.014530567900735179,0.0,-0.03405202776970182,0.0011398812272264472,-0.05690968370792535,-0.05788198384916581,-0.04770796815763669,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010349240075802153,-0.0013593085504345593,-0.002481388738887209,-0.0014439778160922861,-0.0388550694541762,-0.027961419353129447,-0.0009508356205348963,0.023233771254769716,-0.004690795444138629,-0.003985219925922588,-0.005434163105500544,-0.0036655480452459496,-0.0013049734770293347,-0.00011614336779321932,-0.0005955872168188825,-0.005043913610423766
SYN Flag Cnt,0.11698640433123751,-0.12155837832451366,0.0012294407301607076,-0.0020670177506886015,0.01726250726829165,-0.002838239956859939,0.018932806103931287,-0.08778275704565575,-0.0764924348223864,-0.05627587114739265,-0.06118720940596617,-0.13220024423499283,-0.05711085954645964,-0.11160814953840098,-0.1261114740504336,0.18157849632524056,0.08392002264341224,-0.0014161052742768423,0.0016042628544169297,0.0008295537594193551,-0.000644588041981098,0.0012897250028333785,-0.0004808406357133206,0.0018581154357113856,0.0008822966374796591,-0.0005286893214474043,0.03282577536699021,0.20421717783042295,0.017192653474178775,0.0861894362609318,0.21391948615175066,1.0,0.0,0.0,0.0,-0.0010650691662815203,0.016876162775745024,0.1013780277430407,0.0031418980814792758,-0.0981378441632976,-0.12416251136271213,-0.06894902944588159,-0.10853800789059873,-0.04174633347414855,-0.014999764561451348,1.0,-0.10498141023590572,-0.17659843495015753,0.31580922701177877,-0.024634951026583373,0.0,-0.10496235986597423,-0.08380338306148144,-0.07036579712412502,-0.05627587114739265,-0.11160814953840023,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020670177506886015,-0.002838239956859939,0.01726250726829165,0.018933613135888826,-0.10375020208297035,-0.08317963581557992,-0.0027511525172294565,0.07371407829513432,-0.005580264771559375,-0.008490920160730695,-0.007793907537291195,-0.0028235736056754315,0.0029148558203757505,0.00015921706287468185,0.00121035653428884,0.01182961639204183
RST Flag Cnt,0.008857392211386518,-0.27595774097297465,0.004232775021340167,-0.005020966039669399,0.009461110336115155,-0.001694058552376982,0.0005590097652059922,0.5056170243569548,-0.23157662614732175,0.4100782441003619,0.5139676125818126,0.5315072874263718,-0.25603634495489475,0.3357225094869017,0.5668882563599816,-0.018309254538425686,-0.09088492056899848,-0.0061199938298179,0.00037703789958679323,-0.0008038197065812863,-0.001541897946225505,0.004043104555988755,-0.005716237017497373,0.0007055094607459389,-0.0008819040540537385,-0.0015932515778670912,0.1537660103835395,0.041866528643885355,0.16006413792431065,0.1345580477081152,-0.031144852970971304,-0.10498141023590572,0.0,0.0,0.0,-0.0029381926353761845,0.011188063368496341,-0.08024026845011863,-0.07380256858890967,-0.2458374872564257,0.5820898142838885,0.35295373657730117,0.5568858847408921,0.18700520601763457,-0.03405196088133283,-0.10498141023590572,1.0,0.594461724446201,-0.33241146115961295,-0.10169756355163517,0.0,0.9999875594284681,-0.02354469515705092,0.3391731172325302,0.4100782441003619,0.3357225094868983,0.0,0.0,0.0,0.0,0.0,0.0,-0.005020966039669399,-0.001694058552376982,0.009461110336115155,0.0005590282738178986,0.2777146429353628,0.4408582611109461,-0.0053876156258005235,0.16950459789173986,-0.011508720251661681,-0.01138145345671275,-0.010976627675500146,-0.007225985830028936,-0.0007759468374857273,-0.00024070189375007594,-0.0005358306080318376,-0.0020932101137276903
PSH Flag Cnt,-0.16948569774176628,-0.46421448114267766,0.008812357101293805,-0.008053549347764272,0.029217403471916717,-0.003411615118347666,0.013989536262131435,0.6035631675063833,-0.38955662045660316,0.4770020871522659,0.5946248496884226,0.7253112997686497,-0.430699633249498,0.479723245870735,0.7523128134001718,-0.03748875611131925,0.004735626339474146,-0.010073805965388061,0.0008655314090983144,-0.0009322341995818496,-0.002579305469380911,0.008254224366270786,-0.00936924736705545,0.0013535239805815029,-0.001208032148167026,-0.0026651021384811605,0.2795969044750079,0.08528022634424025,0.263615227773842,0.2278443765468986,-0.03831034839320309,-0.17659843495015753,0.0,0.0,0.0,-0.0034962048764727804,0.033437697267531874,-0.038766334682111735,0.1061577497351785,-0.41354614102997195,0.7389342944692321,0.4976867579822824,0.7090401643946544,0.25447310809736845,-0.05727602919465748,-0.17659843495015753,0.594461724446201,1.0,-0.5588039483439311,-0.17107504044331254,0.0,0.5944516643198342,-0.02257622509619157,0.4594460691680205,0.4770020871522659,0.4797232458707322,0.0,0.0,0.0,0.0,0.0,0.0,-0.008053549347764272,-0.003411615118347666,0.029217403471916717,0.013990035496303548,0.29653468711328496,0.4999442997435583,-0.009001016181752478,0.44058754773586023,-0.01304504884146007,-0.014235474345404888,-0.008976044785185511,-0.006300258933738059,-0.0013863355665376781,-0.0002626648625404533,-0.0008958705346556777,-0.004312070801542696
