Dataset,Feature,mean,std,median,min,max,skewness,kurtosis
Lycos-Unicas-IDS2018,active_max,126346.64149931182,1244048.0412050784,0.0,0.0,114366734.0,46.82498584436789,3159.856376892437
Lycos-Unicas-IDS2018,active_min,56254.258533322114,959503.1681184381,0.0,0.0,114366734.0,71.73118738263113,6715.571301922119
Lycos-Unicas-IDS2018,active_mean,76043.90447096138,1010089.9994468761,0.0,0.0,114366734.0,63.98428871655622,5565.695297038184
Lycos-Unicas-IDS2018,active_std,33159.39362448479,401899.59637669194,0.0,0.0,77080235.899507,76.49732391080818,9770.146230071894
Lycos-Unicas-IDS2018,idle_max,3082164.151296213,11742093.275681846,0.0,0.0,119999952.0,4.436613542252942,19.406590017113032
Lycos-Unicas-IDS2018,idle_min,2850188.9617432076,11234691.929021502,0.0,0.0,119999952.0,4.68233832211288,21.880134477668264
Lycos-Unicas-IDS2018,idle_mean,2975714.292969327,11416010.574942421,0.0,0.0,119999952.0,4.541761215287435,20.6103922454542
Lycos-Unicas-IDS2018,idle_std,127985.88003771527,1567489.9139027218,0.0,0.0,73097529.786472,17.93419510408285,359.9604629928235
Lycos-Unicas-IDS2018,flag_SYN,1.2926406085981226,1.016194674244811,2.0,0.0,280.0,15.719785124584332,3777.8117633875368
Lycos-Unicas-IDS2018,flag_fin,0.45060106923624604,0.497553779727356,0.0,0.0,1.0,0.1985672302879343,-1.960571341453136
Lycos-Unicas-IDS2018,flag_rst,0.17637511733756142,0.38113901129628835,0.0,0.0,1.0,1.6981989266142434,0.8838797234695774
Lycos-Unicas-IDS2018,flag_ack,12.319680762950517,224.56844943125776,6.0,0.0,134688.0,150.83805407290544,45540.558693180305
Lycos-Unicas-IDS2018,flag_psh,3.96992667151063,13.124199545307189,2.0,0.0,17582.0,706.1847630293338,843115.656931671
Lycos-Unicas-IDS2018,fwd_flag_psh,2.005782006458423,4.313820432222796,1.0,0.0,4907.0,180.84743619882835,138869.45052373785
Lycos-Unicas-IDS2018,bwd_flag_psh,1.964144665052207,11.121095788801563,1.0,0.0,17453.0,1079.7687907633576,1540840.9338603963
Lycos-Unicas-IDS2018,flag_urg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lycos-Unicas-IDS2018,fwd_flag_urg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lycos-Unicas-IDS2018,bwd_flag_urg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lycos-Unicas-IDS2018,flag_cwr,0.31886527968045036,0.50758505145771,0.0,0.0,27.0,1.6985227104381373,6.946106726018217
Lycos-Unicas-IDS2018,flag_ece,0.3985503753195102,0.6607140817340101,0.0,0.0,7.0,1.5400131495595397,1.7711468988678716
Lycos-Unicas-IDS2018,fwd_bulk_bytes_mean,1275.2796944622712,135745.06935210928,0.0,0.0,68252552.0,325.82703523085763,136873.44267041152
Lycos-Unicas-IDS2018,fwd_bulk_pkt_mean,20.469205904553032,1612.5467980332078,0.0,0.0,309629.0,82.07258808898135,7006.554145402274
Lycos-Unicas-IDS2018,fwd_bulk_rate_mean,41266.473253228476,3806222.2455862486,0.0,0.0,3632500000.0,391.34736078790564,239654.09666836227
Lycos-Unicas-IDS2018,bwd_bulk_bytes_mean,1450.7558527021868,120743.80454417369,0.0,0.0,56069142.0,249.32719768080477,66756.63091968754
Lycos-Unicas-IDS2018,bwd_bulk_pkt_mean,1.0760753561436383,83.88214008463609,0.0,0.0,38414.0,249.62398387115476,66673.85022222201
Lycos-Unicas-IDS2018,bwd_bulk_rate_mean,14513404.855783427,162284351.06643647,0.0,0.0,5840000000.0,12.423362795227552,162.07569492376916
Lycos-Unicas-IDS2018,fwd_subflow_bytes_mean,1740.6999240966795,118415.15411023844,161.0,0.0,68255601.0,352.8720045178764,170541.47480797066
Lycos-Unicas-IDS2018,fwd_subflow_pkt_mean,24.014577646423987,1612.5914100774996,3.0,0.0,309629.0,82.05946481917496,7005.057722786402
Lycos-Unicas-IDS2018,bwd_subflow_bytes_mean,2151.587677740047,72487.86597386304,326.0,0.0,50530761.0,217.98855880472283,63483.90113266126
Lycos-Unicas-IDS2018,bwd_subflow_pkt_mean,3.7571408017846117,50.7454190628688,2.142857,0.0,34773.0,219.39142094483546,64650.006376507095
Lycos-Unicas-IDS2018,fwd_tcp_init_win_bytes,13683.70475846357,18655.598832832507,8192.0,-1.0,65535.0,1.8366706990512092,2.4712371224786134
Lycos-Unicas-IDS2018,bwd_tcp_init_win_bytes,20944.354929433855,22265.72984570724,17922.0,-1.0,65535.0,0.8125892844709771,-0.49469948788615437
